benchmark_id,label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14
34,48.0,3.97029185295105,4.7004804611206055,2.096153736114502,0.2572920024394989,4.804020881652832,0.041322313249111176,0.5289255976676941,0.0,1.0,1.1631507873535156,1.3862943649291992,1.1150060892105103,0.010539085604250431,0.024793388321995735,0.17965811491012573
35,45.0,1.7917594909667969,2.8332133293151855,3.200000047683716,0.5004024505615234,4.912654876708984,0.8296296000480652,0.13333334028720856,0.0,1.0,1.7917594909667969,1.7917594909667969,1.7107903957366943,0.2759259343147278,0.34074074029922485,0.13674496114253998
36,30.0,2.7725887298583984,3.4965076446533203,2.133333444595337,0.24493002891540527,3.6635615825653076,0.07894736528396606,0.5263158082962036,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1160039901733398,0.037828948348760605,0.10526315867900848,0.25951087474823
37,41.0,2.4849066734313965,3.332204580307007,2.454545497894287,0.3046360909938812,5.141663551330566,0.7529411911964417,0.1823529452085495,0.0,1.0,1.8718022108078003,2.1972246170043945,1.7342549562454224,0.16688452661037445,0.5,0.4078909158706665
38,8.0,1.7917594909667969,2.397895336151123,2.0,-2.220446049250313e-16,2.890371799468994,0.4117647111415863,0.29411765933036804,0.0,1.0,1.3862943649291992,1.7917594909667969,1.2272297143936157,0.1823529452085495,0.23529411852359772,0.08064515888690948
39,96.0,2.397895336151123,3.4011974334716797,2.9000000953674316,1.0888999700546265,4.234106540679932,0.30882352590560913,0.5441176295280457,0.0,1.0,1.3499267101287842,1.3862943649291992,1.2229100465774536,0.06795132160186768,0.20588235557079315,0.38600102066993713
40,50.0,2.5649492740631104,3.4965076446533203,2.6666667461395264,0.9184277653694153,4.204692840576172,0.3787878751754761,0.43939393758773804,0.0,1.0,1.686398983001709,1.7917594909667969,1.3938416242599487,0.07954545319080353,0.19696970283985138,0.3679315447807312
41,153.0,3.4011974334716797,4.406719207763672,2.7931034564971924,1.1893935203552246,5.0106353759765625,0.20805369317531586,0.5973154306411743,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1487864255905151,0.019885657355189323,0.06040268391370773,0.34825101494789124
42,251.0,3.5835189819335938,4.7004804611206055,3.114285707473755,1.4039174318313599,5.293304920196533,0.1111111119389534,0.7121211886405945,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1622034311294556,0.015105180442333221,0.05050504952669144,0.33432769775390625
43,6866.0,2.70805025100708,4.653960227966309,7.4285712242126465,1.7721394300460815,6.682108402252197,0.0,0.9824341535568237,0.0,0.0,0.0,0.0,1.1299034357070923,0.018892964348196983,0.03764115273952484,0.39698153734207153
44,1100.0,2.3025851249694824,4.007333278656006,6.0,1.522955060005188,5.361292362213135,0.09433962404727936,0.8632075190544128,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1536720991134644,0.03546471148729324,0.05188679322600365,0.22185732424259186
45,106.0,2.7725887298583984,3.891820192337036,3.200000047683716,1.0549201965332031,4.454347133636475,0.15294118225574493,0.6705882549285889,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1668205261230469,0.03431372717022896,0.1411764770746231,0.21458333730697632
46,131.0,3.25809645652771,4.442651271820068,3.359999895095825,1.1734141111373901,5.552959442138672,0.48638132214546204,0.4163424074649811,0.03200000151991844,0.9679999947547913,1.0878883600234985,1.0986123085021973,1.1367849111557007,0.021308133378624916,0.06225680932402611,0.35843685269355774
47,837.0,2.6390573978424072,4.174387454986572,4.92307710647583,1.5649572610855103,6.368186950683594,0.6666666865348816,0.31099656224250793,0.0,1.0,1.3875821828842163,1.6094379425048828,1.317853569984436,0.04102233797311783,0.16151203215122223,0.29466623067855835
48,25.0,1.6094379425048828,2.70805025100708,3.5,1.3862943649291992,4.787491798400879,0.7983193397521973,0.16806723177433014,0.0,1.0,1.6094379425048828,1.6094379425048828,1.5362344980239868,0.2521008551120758,0.4285714328289032,0.1676870733499527
49,54.0,1.7917594909667969,2.944438934326172,3.5999999046325684,0.5004024505615234,3.4965076446533203,0.0,0.84375,0.0,0.0,0.0,0.0,1.1786550283432007,0.09375,0.15625,0.2222222238779068
50,225.0,2.7725887298583984,3.931825637817383,3.3333332538604736,1.1699930429458618,5.003946304321289,0.3243243098258972,0.5743243098258972,0.0,1.0,1.165751576423645,1.3862943649291992,1.1639950275421143,0.03729729726910591,0.10135135054588318,0.4147826135158539
51,910.0,3.044522523880005,4.477336883544922,4.349999904632568,1.7736748456954956,5.602118968963623,0.08888889104127884,0.8370370268821716,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1550159454345703,0.021285653114318848,0.0555555559694767,0.4091953933238983
52,1723.0,3.178053855895996,4.7004804611206055,4.73913049697876,1.7984877824783325,6.159095287322998,0.3199152648448944,0.6313559412956238,0.0,1.0,1.0986123085021973,1.0986123085021973,1.1421425342559814,0.017454518005251884,0.052966102957725525,0.40033918619155884
53,45.0,2.397895336151123,3.332204580307007,2.700000047683716,0.9433484077453613,4.007333278656006,0.31481480598449707,0.5,0.0,1.0,1.1741198301315308,1.3862943649291992,1.1643075942993164,0.06310013681650162,0.12962962687015533,0.2801932394504547
54,120.0,2.397895336151123,3.4965076446533203,3.200000047683716,1.359236717224121,4.343805313110352,0.2763157784938812,0.5921052694320679,0.0,1.0,1.3621968030929565,1.6094379425048828,1.2260947227478027,0.06208881735801697,0.1315789520740509,0.3425082862377167
